MaMDID,ThreeGroup,FourGroup,Ancestry,GeoOrigin,RegNation,Fregion,Population,ANS,INA,IOB,MT,NAS,NAW,NBC,NBS,NFS,NO,OBS,PBD,PS,PZT,SPS,TPS,ZS
1688,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chehalis,2,2,3,1,3,2,0,2,2,,1,0,,2,0,1,0
410,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,3,3,3,0,1,2,,,3,,1,0,,,2,1,0
1368,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,2,2,2,1,1,1,0,2,3,0,2,0,,1,0,1,0
1372,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,1,2,3,1,1,2,0,2,2,,1,0,,1,1,2,0
1373,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,,,2,3,,2,,2,1,,1,0,,,1,1,1
1374,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,,4,2,0,1,2,4,2,4,,3,,,1,0,1,0
1375,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,,1,2,1,2,2,4,2,,,1,1,,1,0,1,0
1386,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,,2,2,0,3,2,4,2,,,3,0,,1,0,,
1387,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,1,3,3,1,1,2,0,2,1,0,1,,,1,1,2,1
1388,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,2,4,3,1,,1,0,1,2,,1,,,1,0,1,0
1389,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,1,2,2,1,1,2,4,2,1,0,1,,,1,1,,1
1390,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,1,2,2,0,1,3,0,2,2,0,3,,,0,2,2,1
1391,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,2,3,2,1,1,2,3,2,3,0,1,,,1,0,1,0
1393,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,1,2,3,0,1,2,0,2,1,0,3,,,0,1,,0
1394,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,2,3,2,0,1,2,3,4,1,0,1,,,2,2,1,0
1396,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,1,3,3,1,1,3,0,2,2,1,1,,,2,0,,0
1610,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Chinook,2,3,2,2,,,1,,1,,3,,,1,0,1,0
1363,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Cowichan,1,2,3,0,1,2,0,2,1,0,1,0,,0,0,2,0
1364,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Cowichan,,1,2,1,1,2,0,,4,,1,1,,2,2,3,
1367,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Cowichan,,3,2,1,1,1,0,2,3,,2,0,,1,2,1,0
1369,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Cowichan,2,2,2,0,1,2,0,,1,,1,0,,1,1,1,1
1611,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Cowichan,2,2,2,1,2,2,0,2,1,,2,1,,2,2,4,2
1652,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Nisqually,2,3,2,1,1,2,1,2,4,,1,0,,2,2,2,1
1378,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Nisqually,,3,1,2,1,1,0,3,1,,1,0,,1,0,1,0
1658,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Quileute,,5,2,,,2,0,2,4,,1,0,,,0,,
1357,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Salish,2,4,2,1,1,2,0,2,1,0,2,0,,1,1,1,0
1376,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Salish,1,3,2,1,1,2,1,2,2,0,2,1,,2,2,2,0
1377,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Salish,,1,1,0,2,2,0,2,1,,1,0,,0,2,2,0
1485,Asian,Asian,Amerindian,NWAmerindian,NWCoast,,Salish,1,2,1,2,2,1,1,2,2,,2,0,,1,0,,0
405,Asian,Asian,Amerindian,,NWCoast,,Tlingit,,2,2,0,1,2,,,1,,1,0,,2,2,1,0
1230,Asian,Asian,Amerindian,,NWCoast,,Tlingit,1,2,3,0,1,2,0,2,2,0,1,0,,1,0,2,0
2085,Asian,Asian,Amerindian,,NWCoast,,Tlingit,3,4,1,1,1,2,1,2,1,,1,0,,1,2,1,0
1222,Asian,Asian,Amerindian,,NWCoast,,Haida,2,2,2,1,1,2,0,2,1,1,1,0,,1,1,1,0
2079,Asian,Asian,Amerindian,,NWCoast,,Haida,1,3,2,1,1,2,4,2,1,,2,0,,2,0,,1
2080,Asian,Asian,Amerindian,,NWCoast,,Haida,3,2,3,3,1,3,0,2,4,1,2,0,,1,1,1,
2081,Asian,Asian,Amerindian,,NWCoast,,Haida,2,3,2,1,1,2,1,1,4,,3,0,,3,1,4,1
2082,Asian,Asian,Amerindian,,NWCoast,,Haida,,2,2,0,2,2,0,1,4,,2,0,,2,0,1,1
2083,Asian,Asian,Amerindian,,NWCoast,,Haida,,2,2,1,2,2,1,3,1,,2,0,,3,0,2,1
2084,Asian,Asian,Amerindian,,NWCoast,,Haida,2,3,1,0,2,2,1,3,4,1,2,,,3,2,1,1
3983,Asian,Asian,Amerindian,,NWCoast,,Haida,1,1,2,1,1,3,0,2,1,1,1,0,,1,2,1,0
3984,Asian,Asian,Amerindian,,NWCoast,,Haida,2,1,2,2,1,2,0,2,1,1,1,0,,1,2,3,0
3985,Asian,Asian,Amerindian,,NWCoast,,Haida,2,2,1,1,1,2,1,2,4,0,2,0,,2,0,1,0
3986,Asian,Asian,Amerindian,,NWCoast,,Haida,2,1,2,2,1,2,1,2,4,1,1,0,,2,2,2,0
3987,Asian,Asian,Amerindian,,NWCoast,,Haida,2,3,2,2,1,2,0,2,2,1,2,0,,1,0,2,0
3988,Asian,Asian,Amerindian,,NWCoast,,Haida,1,2,3,2,1,2,1,3,4,0,1,0,,2,2,2,1
3989,Asian,Asian,Amerindian,,NWCoast,,Haida,,3,3,1,1,3,0,2,4,1,2,0,,2,2,1,0
3990,Asian,Asian,Amerindian,,NWCoast,,Haida,3,4,2,1,2,2,,,2,,1,0,,2,0,4,0
3991,Asian,Asian,Amerindian,,NWCoast,,Haida,,2,,2,,,,,,,,0,,0,,2,0
1491,Asian,Asian,Amerindian,,PacificAmerindian,,Concow,2,2,2,0,1,2,1,2,2,1,2,0,,0,0,1,2
29,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,4,,,,,,,,,,0,,,,,
30,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,2,,,,4,2,4,,,0,,,0,,
31,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,3,3,0,3,2,1,3,1,,2,0,,2,0,1,0
32,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,1,3,1,1,1,1,3,2,2,1,3,0,,2,2,4,1
33,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,1,3,3,2,1,2,3,3,2,,1,,,2,0,,1
34,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,2,2,1,3,1,2,3,2,1,1,3,1,,0,2,1,0
35,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,3,5,1,1,1,2,4,4,4,1,2,0,,1,2,,0
94,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,3,2,1,1,1,1,4,2,1,1,1,0,,1,2,4,1
95,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,0,,,,,
96,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,2,2,1,1,1,2,3,3,1,1,1,1,,,1,3,1
99,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,4,2,,2,3,1,1,1,,2,1,,2,1,,
100,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,2,0,,,4,,4,,1,0,,1,2,,
105,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,0,,,,,
106,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,1,3,3,0,3,,1,2,4,1,1,1,,1,1,,0
107,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,4,2,2,1,2,1,3,2,1,1,0,,1,2,,0
108,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,1,,,,3,3,1,1,,,,,1,,
138,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,2,,,,4,2,4,,,0,,,2,,
4484,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,2,3,2,2,1,2,2,1,1,1,3,0,,2,1,4,0
4485,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,3,0,,,4,,1,,,0,,2,2,,
4486,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,3,2,,,,1,2,2,,,0,,,2,3,
4487,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,0,,,,,
4971,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,2,,,,2,2,1,,,,,,2,,
4972,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,2,,,,0,,3,,3,,,1,1,,1
4973,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,1,,,,4,,4,,,0,,,0,,
4974,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,1,,,1,,
4975,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,4,,1,3,,,,,,,,,1,,,2
4976,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,1,2,,2,,,,,,,,,,1,,1,1
4977,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,1,3,,,,,,,,,,,,,,1,
4978,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,1,2,,0,1,,,,,,,,,1,,,0
4979,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,2,,1,,,,,,,,,,0,,4,0
4980,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,1,,,,,,1,,,0,,,2,,
4981,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,0,,,2,,
4982,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,3,1,,,,,1,,,0,,1,2,,2
4983,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,1,,,,1,,4,,,0,,,1,,
4984,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,0,2,,3,3,,1,,,,0,,,0
4985,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,1,,,,,,2,,,,,,2,,
4986,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,2,,,,1,,1,,,,,,2,,
4987,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,1,,,,,,,,,,0,,,0
4988,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,2,1,,,0,,2,,2,,,2,0,,0
4989,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,1,3,,0,,,,,,,,,,1,,,0
4990,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,2,3,,,,,,,,,,,,,,4,
7455,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,2,3,2,1,2,2,4,,1,1,1,1,,1,0,2,
7456,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,0,,,,,
7457,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,,,,,,
7458,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,0,,,,,
7459,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,,,,,,
7460,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,1,3,1,2,1,2,,2,1,,2,,,3,2,,1
7461,Asian,EurAsiaH,Hispanic,Peruvian,Peruvian,,,,,,,,,,,,,,,,,,,
574,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,3,2,,2,1,0,2,2,0,2,0,,2,2,2,
575,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,4,,0,,,,,,,,,,1,,4,0
576,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,,,,,,,,,,0,,,,,
577,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,2,2,,1,1,,,,2,,2,0,,,0,1,
578,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,,,1,,,,,,,,0,,,2,,
579,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,2,1,,,0,,1,,1,0,,1,1,1,0
580,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,5,2,,2,2,,,1,,,0,,,2,,
581,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,1,1,1,,3,0,1,1,1,1,0,,2,2,,0
582,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,2,2,2,0,1,2,0,1,1,,1,0,,1,0,1,0
583,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,1,1,2,0,1,2,0,2,2,0,1,,,2,2,2,0
584,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,3,,0,,,,,,,,0,,1,,3,0
585,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,2,1,3,1,1,2,0,2,1,1,1,0,,3,2,2,0
586,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,1,3,2,1,1,2,,2,1,,3,0,,2,1,,0
587,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,2,3,2,1,1,2,1,3,1,1,2,0,,1,1,2,0
588,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,1,1,1,1,3,3,0,2,1,1,2,0,,1,0,2,0
589,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,1,2,2,1,1,3,,2,1,1,3,0,,1,0,1,0
590,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,2,3,2,1,1,2,,,,,,,,2,0,,0
591,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,3,,,1,2,,,,,,,,,,2,
592,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,,2,0,1,2,0,2,1,,1,0,,1,2,1,0
593,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,,0,1,,0,,,,,0,,2,0,1,0
594,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,,,,,,,,,,,,,,,1,
595,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,,,,,,,,,,,,,1,,,0
596,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,1,,,,,,,,,,,,,,4,
597,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,1,2,2,1,1,2,,2,3,,1,0,,1,2,1,0
598,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,,,1,,,,,,,,,,0,,,2
599,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,3,2,,1,2,0,2,1,0,2,0,,1,0,1,0
600,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,1,3,,1,,,,,,,,0,,1,0,3,
601,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,,2,,,,,1,,,,,,2,1,0
602,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,1,1,1,2,2,0,3,1,,2,0,,1,0,1,2
603,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,,0,,,,,,,,0,,1,,,
604,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,,,0,,,,,1,,,0,,1,2,,
605,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,,,,,,,,,,,,,,,
606,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,,,,,,,,,,,,,,1,
607,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,,0,,,1,1,1,,,,,,2,1,
608,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,,,,,,,,1,,,,,,0,,
609,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,3,,,,0,,2,,,0,,,2,,
610,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,3,2,,1,,0,2,2,1,,,,,2,3,
611,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,1,3,0,2,2,0,1,2,1,1,0,,3,0,1,0
612,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,1,1,2,1,2,3,0,1,1,1,1,0,,1,2,,1
613,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,2,3,2,2,1,2,1,2,2,1,3,0,,1,2,1,0
614,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,,2,2,,1,2,,2,1,,,0,,,,2,
615,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,2,2,2,1,1,2,0,,1,1,1,0,,3,2,1,0
616,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,Tewa,2,5,2,1,1,1,0,2,1,,1,0,,3,2,4,1
139,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,2,1,1,2,0,2,2,,1,0,,0,2,2,0
320,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,4,2,1,1,2,1,2,1,,1,0,,2,2,1,1
618,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,1,2,0,1,2,,1,1,,1,0,,0,2,1,1
1420,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,2,,2,2,0,1,2,,1,0,,0,2,1,2
1558,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,1,3,,1,2,4,3,2,1,1,1,,,1,1,
1603,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,,,,,,,,,0,,,,,
1665,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,2,0,1,2,1,2,2,1,1,0,,1,0,,0
1669,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,2,,2,,,,,,,,0,,0,,,0
1670,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,,,,,,,,,0,,,1,,
1671,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,2,2,1,2,1,2,4,1,1,,,0,2,3,0
1672,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,2,,1,2,,,,,,0,,,2,,
1673,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,,0,,,,,,,,,,0,,2,0
1698,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,,,,,,,,,0,,,0,,
1699,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,,2,,,,,,,,,,1,0,,2
1700,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,2,1,1,1,2,0,1,1,1,1,0,,,0,1,0
1701,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,2,1,1,2,0,1,2,1,2,0,,1,0,2,0
1702,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,4,2,3,2,2,,,,,,0,,,,4,0
1703,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,1,,2,1,,,,,,,,,,,1,0
1704,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,,,,,,,,,0,,,,,
1705,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,2,1,,3,1,2,2,1,1,0,,0,2,,
1706,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,,2,,,,,,,,,,1,,2,0
1707,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,3,2,1,1,2,0,2,3,0,3,1,,1,0,2,0
1708,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,,2,1,2,,,,,,0,,1,,1,0
1709,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,,,,,,,,,0,,,,,
1710,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,,1,1,2,,,,,2,,,1,,2,0
1711,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,2,1,1,2,2,0,2,2,1,2,,,1,0,1,0
1712,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,2,2,1,1,2,1,2,1,,2,0,,1,0,1,0
1713,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,5,2,0,1,2,1,2,1,1,2,0,,1,0,2,0
1714,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,4,2,2,1,2,,,1,,2,0,,2,0,,0
1715,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,,,,,,1,,,0,,,0,,
1716,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,2,1,,,0,,2,,2,0,,1,0,,0
1717,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,2,0,1,2,0,2,1,,2,,,1,0,1,0
1718,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,2,1,1,2,1,2,4,1,1,,,1,0,1,0
1719,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,2,1,2,3,0,1,2,,1,0,,0,0,,0
1720,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,,,,,2,,,2,0,,,1,,0
1721,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,4,1,1,1,,1,1,1,,1,0,,1,0,4,1
1722,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,3,1,1,3,1,2,2,,3,0,,1,,1,1
1723,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,3,3,3,2,1,2,0,2,2,0,1,0,,1,1,1,0
1724,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,2,2,2,3,2,3,2,1,,2,0,,1,2,3,0
1725,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,,2,1,1,,,,,,0,,1,,4,0
1726,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,2,1,1,3,0,2,2,1,1,0,,1,0,3,0
1727,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,2,,,,,,,,,,0,,0,,2,0
1771,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,,,,0,,2,,,1,,,2,,
1772,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,2,2,1,1,2,0,2,1,1,1,0,,1,2,1,0
1773,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,2,2,1,2,0,2,2,,2,0,,1,2,1,1
1774,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,2,0,1,2,0,3,4,1,1,0,,,,,1
1775,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,2,2,3,2,1,2,2,1,2,1,,1,2,1,0
1776,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,4,,3,1,2,0,2,1,,,,,0,0,4,0
1777,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,2,2,1,1,0,3,1,1,1,0,,2,0,1,0
1778,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,2,2,2,1,2,0,2,1,1,2,0,,1,0,2,0
1779,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,2,2,1,2,4,1,1,0,,0,,1,0,,0
1780,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,,0,,,,,,,,,,,,1,0
1781,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,4,2,1,,,0,,2,,,0,,0,1,1,1
1782,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,4,3,2,1,2,0,1,4,,3,0,,2,0,2,0
1783,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,2,,,2,2,,,,,,0,,2,,2,
1784,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,2,,,,,0,,2,,,0,,,2,1,0
1785,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,4,2,1,1,2,0,,2,,1,0,,1,2,1,0
1786,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,1,2,1,2,4,2,,1,1,0,,2,,1,0
1787,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,3,4,2,0,2,2,1,1,2,1,1,0,,2,2,1,0
1788,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,3,2,1,2,0,2,1,,2,0,,2,2,1,0
1789,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,2,2,0,3,2,0,1,1,1,1,0,,1,0,2,0
1790,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,2,2,1,2,2,0,2,1,0,2,0,,1,1,2,0
1791,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,,1,,,,,,,,0,,3,,2,
1792,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,4,2,2,1,2,4,2,2,,3,0,,1,0,4,0
1793,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,2,2,,2,1,2,4,0,1,0,,2,1,,0
1794,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,,,2,,,,,,,,0,,,,1,0
1795,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,3,3,2,,2,1,,,,1,0,,2,2,,0
1796,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,,1,,,,,,,,0,,0,0,2,0
1797,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,2,2,2,2,1,1,2,1,1,0,,1,0,4,0
1798,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,2,2,1,1,2,1,2,2,0,1,0,,2,0,1,0
1799,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,2,2,,,,,,2,,3,0,,,0,1,
1800,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,5,2,1,,2,0,2,1,,1,0,,0,0,1,0
1801,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,2,2,1,2,,2,1,,2,0,,2,0,2,0
1802,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,1,3,,1,,,,,,,,0,,1,,1,0
1803,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,3,3,3,1,1,2,,,2,0,1,0,,1,0,,1
1804,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,3,3,1,1,1,1,,,,,1,0,,1,0,2,0
1805,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,,2,1,2,3,2,0,2,2,0,1,0,,1,2,2,0
1806,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,3,3,2,2,1,2,1,2,2,1,1,0,,0,2,1,0
1807,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,3,0,3,2,0,2,1,1,1,0,,1,0,2,0
1808,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,3,0,3,2,4,2,3,1,1,0,,0,2,2,0
1809,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,5,3,1,,,0,1,1,1,1,0,,1,2,,0
1810,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,3,4,2,3,1,2,4,3,1,1,2,0,,1,2,1,0
1811,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,4,2,1,3,2,0,2,2,1,2,0,,1,2,2,0
1812,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,1,1,1,2,0,,1,,1,0,,1,,,0
1814,Asian,Asian,Amerindian,SWAmerindian,Pueblo,,,2,3,1,2,3,2,1,2,1,1,1,0,,1,0,1,0
