MaMDID,ThreeGroup,FourGroup,Ancestry,GeoOrigin,RegNation,Fregion,Population,ANS,INA,IOB,MT,NAS,NAW,NBC,NBS,NFS,NO,OBS,PBD,PS,PZT,SPS,TPS,ZS
3347,Asian,Asian,Amerindian,SEAmerindian,,,,,3,2,1,2,2,3,2,1,,1,0,,1,2,1,1
3348,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,1,2,2,1,2,1,,1,0,,0,2,1,0
3349,Asian,Asian,Amerindian,SEAmerindian,,,,,1,2,0,2,2,1,2,2,,1,0,,1,2,1,1
3350,Asian,Asian,Amerindian,SEAmerindian,,,,,3,2,2,2,1,1,2,1,,1,0,,1,0,1,1
3351,Asian,Asian,Amerindian,SEAmerindian,,,,,3,2,,3,2,,,,,,0,,1,0,,
3352,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,,1,2,0,2,4,,2,0,,,2,,
3353,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,0,2,,
3354,Asian,Asian,Amerindian,SEAmerindian,,,,,3,1,1,2,2,3,2,1,,1,0,,1,2,1,1
3355,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,1,2,3,4,1,1,,1,0,,1,2,,
3356,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,,,
3357,Asian,Asian,Amerindian,SEAmerindian,,,,2,1,2,3,2,2,0,2,2,1,1,0,,1,2,2,0
3358,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,2,2,2,1,2,2,0,2,0,,1,0,4,0
3359,Asian,Asian,Amerindian,SEAmerindian,,,,1,2,2,1,1,2,,,3,,,0,,1,0,2,0
3362,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,,1,,,,,,,2,0,,1,0,1,
3365,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,2,,,1,,1,,,0,,1,0,2,0
3366,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,2,,,,,,,1,0,,1,,2,0
3377,Asian,Asian,Amerindian,SEAmerindian,,,,,3,1,2,1,2,0,,2,,1,0,,1,2,1,1
3378,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,,,,,,,,,0,,1,2,,
3381,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,0,2,1,,,0,,,2,,
3391,Asian,Asian,Amerindian,SEAmerindian,,,,2,1,1,1,,2,3,,,0,,0,,3,,,1
3392,Asian,Asian,Amerindian,SEAmerindian,,,,2,1,1,1,,2,2,,,,,0,,3,,,1
3393,Asian,Asian,Amerindian,SEAmerindian,,,,2,1,2,1,,3,1,,,0,,1,,1,,,2
3394,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,1,,2,1,,,0,,0,,2,,,2
3395,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,1,1,,2,4,,,1,,0,,2,,,2
3396,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,2,,2,3,,,0,,0,,2,,,1
3397,Asian,Asian,Amerindian,SEAmerindian,,,,2,1,1,1,,1,3,,,,,0,,2,,,2
3414,Asian,Asian,Amerindian,SEAmerindian,,,,1,1,2,3,,1,1,,,1,,0,,3,,,2
3415,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,1,3,,2,3,,,,,0,,2,,,2
3416,Asian,Asian,Amerindian,SEAmerindian,,,,,4,,,,,,,,,,0,,1,0,,
3417,Asian,Asian,Amerindian,SEAmerindian,,,,,1,2,1,,,0,,1,,,0,,1,0,,
3418,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,,,,,,1,,,0,,,0,,
3419,Asian,Asian,Amerindian,SEAmerindian,,,,,2,1,2,,2,3,,,0,,0,,1,,,2
3420,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,3,3,,3,3,,,,,0,,,,,2
3421,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,1,3,,2,3,,,1,,0,,1,2,,1
3422,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,2,,2,1,,,0,,0,,1,2,,2
3425,Asian,Asian,Amerindian,SEAmerindian,,,,,1,2,1,,2,2,,,,,0,,1,2,,1
3426,Asian,Asian,Amerindian,SEAmerindian,,,,1,1,2,1,,2,2,,,,,0,,,2,,0
3427,Asian,Asian,Amerindian,SEAmerindian,,,,2,5,,2,,,,,,,2,0,,1,,,0
3428,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,1,3,,2,2,,,0,,0,,1,2,,2
3429,Asian,Asian,Amerindian,SEAmerindian,,,,,2,3,1,,,,,1,,,0,,2,2,,1
3430,Asian,Asian,Amerindian,SEAmerindian,,,,2,1,1,1,,2,3,,,1,,0,,2,,,2
3435,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,0,,,,,1,,,0,,,0,,1
3436,Asian,Asian,Amerindian,SEAmerindian,,,,,3,2,1,,2,1,,,1,,0,,1,2,,1
3437,Asian,Asian,Amerindian,SEAmerindian,,,,2,1,2,1,,2,2,,,1,,0,,3,,,2
3438,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,1,1,,,,,,,0,,1,0,1,0
3439,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,,,
3440,Asian,Asian,Amerindian,SEAmerindian,,,,,3,1,1,2,2,,2,1,,1,0,,1,0,1,0
3441,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,1,1,1,2,,2,1,,1,0,,1,2,,0
3442,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,,1,,,,,,,,0,,2,1,,0
3443,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,2,1,2,,,4,,1,0,,1,1,,0
3444,Asian,Asian,Amerindian,SEAmerindian,,,,2,4,2,0,1,2,1,2,1,0,1,0,,2,2,1,0
3445,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,0,,2,1,,1,,,0,,1,2,1,
3446,Asian,Asian,Amerindian,SEAmerindian,,,,,1,3,1,1,1,3,,1,,1,0,,1,0,1,1
3447,Asian,Asian,Amerindian,SEAmerindian,,,,3,2,2,2,2,2,1,2,1,,1,0,,1,1,,
3448,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,,0,,
3449,Asian,Asian,Amerindian,SEAmerindian,,,,1,2,1,1,,,,,2,,1,0,,1,0,,0
3450,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,0,1,2,1,2,1,,1,0,,1,0,,1
3451,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,,1,1,2,,,,,1,0,,1,0,,1
3452,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,1,2,1,1,4,2,1,1,1,0,,2,0,,0
3453,Asian,Asian,Amerindian,SEAmerindian,,,,,4,2,1,1,,,,1,,1,0,,0,0,,0
3454,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,0,,,,,2,,,0,,,2,,
3455,Asian,Asian,Amerindian,SEAmerindian,,,,3,2,,1,1,1,1,,,,,,,1,1,,
3456,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,0,,,,,1,,1,0,,1,1,,0
3457,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,1,2,2,1,2,1,,1,0,,1,0,4,0
3458,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,,,2,,,,,,0,,,,,
3459,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,,,
3460,Asian,Asian,Amerindian,SEAmerindian,,,,,,,0,,,,,1,,1,0,,1,0,,
3461,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,0,,,1,2,1,,1,0,,0,0,,0
3462,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,0,,2,,,,,1,0,,1,0,,1
3463,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,,1,2,4,2,1,,,0,,,0,4,
3464,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,2,1,2,1,2,1,,1,0,,1,2,2,0
3465,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,2,,
3466,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,2,1,2,1,2,2,,1,0,,1,2,1,0
3467,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,1,2,1,,1,0,,1,2,,
3468,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,,1,2,,,1,,1,0,,1,2,,1
3469,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,,,,,,,,,0,,,0,,
3470,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,1,2,,
3471,Asian,Asian,Amerindian,SEAmerindian,,,,,4,,1,1,,,,1,,1,0,,,2,,0
3472,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,,,2,,,,4,,,,,1,,1,
3473,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,,0,2,2,,,,,2,0,,0,2,2,0
3474,Asian,Asian,Amerindian,SEAmerindian,,,,,1,,0,2,2,,,2,,1,0,,3,1,1,1
3475,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,2,2,2,,,3,,1,0,,2,2,,0
3476,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,0,,
3477,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,2,,
3478,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,1,1,,,,,,,0,,1,,,0
3479,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,1,1,2,,,2,,1,0,,1,0,,0
3480,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,,,
3481,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,0,,
3482,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,,1,,,,,,,0,,,0,,
3483,Asian,Asian,Amerindian,SEAmerindian,,,,,,,1,,,,,,,,0,,2,2,2,0
3484,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,2,2,,,3,,2,,,0,,,
3485,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,,1,,2,,,2,,1,0,,1,0,,0
3486,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,,2,2,,,1,,,0,,,0,1,
3487,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,1,1,2,,,1,,1,0,,,0,,0
3488,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,2,2,,,,,,,0,,,,,0
3489,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,,,,,,,,,0,,1,0,,
3490,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,2,,
3491,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,,,,1,,,,,0,,,0,,
3492,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,1,,
3493,Asian,Asian,Amerindian,SEAmerindian,,,,,,3,,,,,,,,,0,,,0,,
3494,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,,1,,
3495,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,2,,
3496,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,1,,
3497,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,,,,,,,,,0,,,0,,
3498,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,,,,1,,4,,,0,,,2,,
3499,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,1,,,,,,,2,0,,1,0,,1
3500,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,1,,,,,,,,0,,1,0,,
3501,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,,,,0,,
3502,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,0,,
3503,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,,,
3504,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,3,,,0,,,0,,
3505,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,2,,
3506,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,,0,,
3507,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,0,,,1,2,1,,1,0,,0,2,,0
3508,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,1,2,4,,,0,,,2,,
3509,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,1,0,,0,,1,0
3510,Asian,Asian,Amerindian,SEAmerindian,,,,,,,0,,,,,1,,,0,,1,2,,
3511,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,1,1,2,4,2,1,,1,0,,1,2,1,0
3512,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,2,1,2,1,2,1,,1,0,,0,2,1,0
3513,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,1,,,,,1,,1,0,,1,2,,0
3516,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,,2,,
3517,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,2,,
3518,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,,0,,
3519,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,,2,,
3520,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,1,1,2,,2,2,,1,0,,0,2,,0
3521,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,2,1,2,,,1,,1,0,,1,2,1,
3524,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,,,,,,,,,0,,,0,,
3525,Asian,Asian,Amerindian,SEAmerindian,,,,,,,0,,,,,,,1,0,,0,2,,0
3526,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,0,1,2,1,,2,,1,0,,0,0,,0
3527,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,1,,,,,1,,2,0,,1,2,1,0
3528,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,0,,
3529,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,0,,
3530,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,,0,,
3531,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,,,2,2,,,1,,,0,,1,2,,0
3532,Asian,Asian,Amerindian,SEAmerindian,,,,,3,2,0,,,,,2,,,0,,1,0,,1
3535,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,,,,,,,,1,0,,2,0,,0
3536,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,,3,1,,,,,,,,,,,
3537,Asian,Asian,Amerindian,SEAmerindian,,,,1,1,,2,2,2,,,,,1,0,,1,2,1,0
3538,Asian,Asian,Amerindian,SEAmerindian,,,,1,2,,1,1,2,,,,,,0,,1,,,0
3539,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,1,,,0,,1,1,,
3540,Asian,Asian,Amerindian,SEAmerindian,,,,,3,2,2,2,,,,1,,1,0,,3,2,1,0
3543,Asian,Asian,Amerindian,SEAmerindian,,,,,,,1,,,,,,,,0,,,2,,0
3544,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,1,1,2,1,0,,,,1,0,,0,0,1,0
3545,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,1,1,1,1,,1,,1,0,,1,1,,0
3546,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,2,1,2,2,0,2,1,,1,0,,1,0,1,0
3547,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,,,
3548,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,2,,
3549,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,2,,,,,3,,,0,,2,0,1,0
3550,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,,2,1,,,,,2,0,,1,0,1,
3551,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,1,1,2,0,2,2,,1,0,,0,0,4,0
3552,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,1,,
3553,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,2,1,2,,,1,,1,0,,1,0,,0
3554,Asian,Asian,Amerindian,SEAmerindian,,,,,3,2,,2,2,0,2,2,,1,0,,1,0,1,
3555,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,4,,1,,,0,,,2,,
3556,Asian,Asian,Amerindian,SEAmerindian,,,,,,3,0,,,,,4,,1,0,,1,2,,
3557,Asian,Asian,Amerindian,SEAmerindian,,,,,2,,2,1,2,,,,,,0,,,,2,0
3558,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,1,1,2,1,2,1,,1,0,,1,0,2,0
3559,Asian,Asian,Amerindian,SEAmerindian,,,,,,,1,,,,,,,,,,2,,,0
3560,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,,,,0,,
3561,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,0,0,,0
3687,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,2,0,1,2,1,2,1,,1,0,,1,2,2,0
3855,Asian,Asian,Amerindian,SEAmerindian,,,,,,,0,,,,,1,,1,0,,1,,,0
3953,Asian,Asian,Amerindian,SEAmerindian,,,,3,3,3,0,,,1,3,2,1,,,,1,2,,0
3968,Asian,Asian,Amerindian,SEAmerindian,,,,,1,2,0,1,1,0,2,1,,1,0,,1,2,2,0
3969,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,2,,
3970,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,,2,,,,,,,,0,,1,2,,0
3971,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,2,3,2,0,2,1,,2,,,1,0,1,0
3972,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,,1,1,2,,,,,,,,1,,,0
3973,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,,1,1,2,,,,,,0,,1,0,,
3974,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,1,,,,,,,,,,1,0,,0
3975,Asian,Asian,Amerindian,SEAmerindian,,,,2,2,1,1,1,1,0,2,,,2,,,0,1,2,0
3976,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,1,,,,,,,,,,1,0,,0
3977,Asian,Asian,Amerindian,SEAmerindian,,,,1,3,3,1,1,2,0,,2,,3,,,1,0,,0
3978,Asian,Asian,Amerindian,SEAmerindian,,,,,1,,,,,0,,2,,,0,,,2,,
3979,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,2,,,0,,,0,,
3982,Asian,Asian,Amerindian,SEAmerindian,,,,2,,,1,,,,,,,,,,,,,0
4000,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,1,1,2,,,2,,1,0,,1,1,1,0
4003,Asian,Asian,Amerindian,SEAmerindian,,,,,1,,0,,,0,2,2,,,0,,1,2,,0
4024,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,1,0,,
4033,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,0,,,1,2,1,1,1,0,,1,2,,0
4068,Asian,Asian,Amerindian,SEAmerindian,,,,,2,2,2,1,2,0,,1,,1,0,,1,0,2,1
4108,Asian,Asian,Amerindian,SEAmerindian,,,,,3,2,1,1,2,0,2,1,1,2,0,,2,2,1,0
4109,Asian,Asian,Amerindian,SEAmerindian,,,,3,4,2,3,1,2,0,1,1,1,1,0,,1,2,1,0
4120,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,0,,
4121,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,1,,2,,,0,,,2,,
4122,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,1,,4,,,0,,,2,,
4123,Asian,Asian,Amerindian,SEAmerindian,,,,,,,,,,,,,,,0,,,,,
4124,Asian,Asian,Amerindian,SEAmerindian,,,,1,2,2,0,2,2,0,2,1,,1,0,,1,,1,0
4125,Asian,Asian,Amerindian,SEAmerindian,,,,1,2,2,1,1,2,1,2,3,,1,0,,1,2,1,0
4126,Asian,Asian,Amerindian,SEAmerindian,,,,2,3,1,0,1,1,4,2,2,,1,0,,2,0,,1
4127,Asian,Asian,Amerindian,SEAmerindian,,,,1,1,2,1,,,,,1,,,0,,1,,,1
4268,Asian,Asian,Amerindian,SEAmerindian,,,,,4,3,1,,,0,,3,,1,0,,1,2,2,0
4457,Asian,Asian,Amerindian,SEAmerindian,,,,,2,1,1,1,2,1,2,1,,1,1,,1,0,1,0
4458,Asian,Asian,Amerindian,SEAmerindian,,,,,,2,,,,0,,1,,,,,,0,2,0
4464,Asian,Asian,Amerindian,SEAmerindian,,,,,3,,,,2,,,,,,0,,,0,,
4468,Asian,Asian,Amerindian,SEAmerindian,,,,,2,3,,,,0,,4,,1,0,,,2,2,
344,Asian,Asian,Amerindian,SWAmerindian,,,Apache,,3,1,1,2,2,1,2,1,,3,0,,2,2,1,0
355,Asian,Asian,Amerindian,SWAmerindian,,,Apache,3,3,2,0,2,2,4,2,4,,1,1,,2,0,2,0
356,Asian,Asian,Amerindian,SWAmerindian,,,Apache,,2,2,1,1,2,0,1,4,1,2,0,,1,2,1,0
357,Asian,Asian,Amerindian,SWAmerindian,,,Apache,1,3,2,1,1,2,1,2,2,1,2,0,,2,0,2,0
358,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,3,2,1,1,2,1,2,,1,2,0,,2,2,4,0
392,Asian,Asian,Amerindian,SWAmerindian,,,Apache,1,5,2,0,3,2,0,2,4,,2,0,,2,1,4,0
413,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,3,3,1,3,3,,,4,,2,0,,2,0,2,1
532,Asian,Asian,Amerindian,SWAmerindian,,,Apache,,,2,1,1,1,4,2,4,,1,0,,2,2,,0
549,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,3,3,2,1,2,1,1,4,1,2,0,,1,2,1,0
550,Asian,Asian,Amerindian,SWAmerindian,,,Apache,3,3,2,2,1,2,1,2,1,1,3,0,,3,2,1,0
551,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,4,2,1,1,2,1,2,1,0,1,0,,1,2,1,1
552,Asian,Asian,Amerindian,SWAmerindian,,,Apache,3,3,2,1,1,2,1,2,4,1,2,0,,3,2,,0
553,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,4,2,1,1,3,,2,4,1,1,0,,2,2,1,0
1406,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,3,1,1,1,3,0,1,4,,2,0,,1,,,1
1548,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,4,3,0,1,3,0,1,2,0,2,0,,1,0,1,0
1574,Asian,Asian,Amerindian,SWAmerindian,,,Apache,1,4,2,3,1,2,0,2,4,1,2,0,,2,2,1,2
1575,Asian,Asian,Amerindian,SWAmerindian,,,Apache,,3,2,2,1,2,0,2,4,,2,0,,2,2,2,0
1577,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,1,2,1,1,3,0,2,,,3,0,,1,2,2,0
1582,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,3,2,1,1,3,0,2,4,,3,0,,1,2,,
1589,Asian,Asian,Amerindian,SWAmerindian,,,Apache,2,4,2,0,1,2,,,,,2,0,,3,0,1,1
1590,Asian,Asian,Amerindian,SWAmerindian,,,Apache,1,1,2,3,2,2,0,1,4,0,3,0,,2,0,3,1
1592,Asian,Asian,Amerindian,SWAmerindian,,,Apache,,4,3,,1,2,,,1,,1,0,,,2,1,0
4057,Asian,Asian,Amerindian,SWAmerindian,,,GallinaCulture,3,3,2,0,1,2,0,2,2,1,2,0,,2,2,2,0
4058,Asian,Asian,Amerindian,SWAmerindian,,,GallinaCulture,,3,,,1,,,,2,,,0,,,2,,
1536,Asian,Asian,Amerindian,SWAmerindian,,,Gosiute,2,4,1,1,1,2,1,2,4,1,2,0,,1,0,2,0
1537,Asian,Asian,Amerindian,SWAmerindian,,,Gosiute,3,3,1,1,2,2,,2,,,2,1,,1,,2,1
1538,Asian,Asian,Amerindian,SWAmerindian,,,Gosiute,2,2,1,1,2,2,0,2,2,1,1,0,,1,0,2,1
1614,Asian,Asian,Amerindian,SWAmerindian,,,Gosiute,2,2,2,1,2,2,1,3,,1,2,0,,1,1,2,0
1615,Asian,Asian,Amerindian,SWAmerindian,,,Gosiute,2,3,3,1,1,2,1,2,2,,1,0,,2,2,2,0
633,Asian,Asian,Amerindian,SWAmerindian,,,Halonawan,2,1,2,1,,2,3,,,1,,1,,1,2,,1
635,Asian,Asian,Amerindian,SWAmerindian,,,Heshatauthla,2,2,2,3,,2,3,,,,,0,,2,,,1
1456,Asian,Asian,Amerindian,SWAmerindian,,,Iowaulkeno,3,4,2,1,1,2,1,2,2,,1,0,,2,2,2,0
411,Asian,Asian,Amerindian,SWAmerindian,,,Kaw,3,4,2,1,1,1,3,2,4,1,2,0,,3,1,2,2
1455,Asian,Asian,Amerindian,SWAmerindian,,,Kechi,3,3,2,0,2,2,1,2,2,,1,0,,1,2,1,0
1457,Asian,Asian,Amerindian,SWAmerindian,,,Kechi,2,2,2,1,2,2,0,2,3,1,2,0,,1,2,2,0
1566,Asian,Asian,Amerindian,SWAmerindian,,,Kechi,2,3,1,2,1,2,3,2,,1,2,0,,3,0,2,
1403,Asian,Asian,Amerindian,SWAmerindian,,,Kickapoo,,4,1,0,1,2,1,3,,1,2,0,,2,2,1,0
1409,Asian,Asian,Amerindian,SWAmerindian,,,Kiowa,,5,2,0,1,2,1,2,4,,2,0,,1,0,4,1
1474,Asian,Asian,Amerindian,SWAmerindian,,,Kiowa,3,4,2,1,1,2,1,2,2,,1,0,,1,0,2,0
345,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,2,3,2,0,1,2,4,2,4,1,1,0,,1,2,2,0
346,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,3,2,1,3,3,1,,,,1,0,,2,0,3,1
347,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,2,4,2,0,1,2,4,2,2,1,1,0,,3,2,1,0
348,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,2,4,2,1,3,3,1,2,2,1,1,0,,2,0,1,0
428,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,1,2,3,1,3,3,,1,2,1,1,0,,3,2,2,0
529,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,1,2,2,1,1,2,4,2,1,1,3,0,,1,2,1,0
1411,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,4,2,2,1,2,0,2,4,,1,0,,0,0,1,0
1412,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,2,3,1,1,1,1,3,2,1,1,1,0,,2,2,1,1
1413,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,2,4,1,1,2,2,1,2,1,1,2,0,,1,0,2,0
1414,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,3,2,2,1,2,2,,,3,,2,0,,0,0,2,1
1415,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,4,2,1,1,2,1,2,,,1,0,,1,2,1,0
1416,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,,2,1,,,,2,4,,1,0,,1,2,,0
1417,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,2,4,3,1,2,2,0,2,4,,2,0,,2,0,3,1
1418,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,4,3,2,2,2,4,2,3,,1,0,,1,2,4,1
1419,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,3,2,2,2,1,2,,2,4,1,1,0,,3,2,1,2
1540,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,3,2,1,,2,3,,2,,2,0,,1,0,2,2
